stid,scid,group,gender,ethnicity,LEP,Spe.ed,year,scale,sp,stand
932430,Goodman,T,Female,Hispanic,LEP,No,0,1533,no,Meets
932431,OrangeGrove,C,Female,Hispanic,firstyear,No,0,1208,no,Notapproach
932438,Harris,C,Male,Afamerican,None,No,0,1330,no,Notapproach
932438,Harris,C,Male,Afamerican,None,No,1,1417,no,Notapproach
932438,Harris,C,Male,Afamerican,None,No,2,1647,no,Meets
932443,Johnson,C,Female,White,None,No,0,1330,no,Notapproach
932465,Carmichael,T,Female,Hispanic,None,No,0,1437,no,Approaches
932465,Carmichael,T,Female,Hispanic,None,No,1,1446,no,Notapproach
932465,Carmichael,T,Female,Hispanic,None,No,2,1625,no,Meets
932477,Johnson,C,Female,Hispanic,None,No,0,1486,no,Meets
932477,Johnson,C,Female,Hispanic,None,No,1,1533,no,Approaches
932477,Johnson,C,Female,Hispanic,None,No,2,1563,no,Approaches
932483,Black,T,Female,Hispanic,secondyear,No,0,1454,no,Approaches
932483,Black,T,Female,Hispanic,secondyear,No,1,1474,no,Approaches
932483,Black,T,Female,Hispanic,secondyear,No,2,2078,no,Masters
932485,Harris,C,Male,Afamerican,None,No,0,1559,no,Meets
932492,Harris,C,Male,Hispanic,firstyear,No,0,1675,no,Masters
932492,Harris,C,Male,Hispanic,firstyear,No,1,1697,no,Masters
932500,Johnson,C,Male,Hispanic,None,No,0,1185,no,Notapproach
932500,Johnson,C,Male,Hispanic,None,No,1,1518,no,Approaches
932510,Johnson,C,Male,Hispanic,LEP,Yes,0,1228,no,Notapproach
932510,Johnson,C,Male,Hispanic,LEP,Yes,1,1337,no,Notapproach
932510,Johnson,C,Male,Hispanic,LEP,Yes,2,1385,no,Notapproach
932514,Harris,C,Male,Hispanic,firstyear,No,0,1360,no,Approaches
932514,Harris,C,Male,Hispanic,firstyear,No,1,1621,no,Meets
932520,Bussey,C,Female,Hispanic,secondyear,No,0,1511,no,Meets
932520,Bussey,C,Female,Hispanic,secondyear,No,1,1549,no,Approaches
932526,Black,T,Female,Hispanic,LEP,No,1,1549,no,Approaches
932526,Black,T,Female,Hispanic,LEP,No,2,1548,no,Approaches
932537,Carroll,T,Female,Hispanic,secondyear,No,0,1437,no,Approaches
932537,Carroll,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
932543,Goodman,T,Female,Afamerican,None,No,0,1390,no,Approaches
932543,Goodman,T,Female,Afamerican,None,No,1,1417,no,Notapproach
932557,Bussey,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
932559,Harris,C,Male,Hispanic,LEP,No,0,1360,no,Approaches
932559,Harris,C,Male,Hispanic,LEP,No,1,1549,no,Approaches
932559,Harris,C,Male,Hispanic,LEP,No,2,1611,no,Approaches
932565,OrangeGrove,C,Male,Hispanic,None,No,1,1474,no,Approaches
932575,Bussey,C,Male,Hispanic,firstyear,No,0,1596,no,Masters
932579,Harris,C,Female,Hispanic,LEP,No,0,1228,no,Notapproach
932582,Bussey,C,Female,Hispanic,None,No,0,1596,no,Masters
932582,Bussey,C,Female,Hispanic,None,No,1,1670,no,Masters
932582,Bussey,C,Female,Hispanic,None,No,2,1739,no,Masters
932587,Carmichael,T,Female,Hispanic,firstyear,No,0,1596,no,Masters
932587,Carmichael,T,Female,Hispanic,firstyear,No,1,1670,no,Masters
932587,Carmichael,T,Female,Hispanic,firstyear,No,2,1860,no,Masters
932588,Carmichael,T,Male,Afamerican,None,No,0,1625,no,Masters
932588,Carmichael,T,Male,Afamerican,None,No,1,1565,no,Approaches
932588,Carmichael,T,Male,Afamerican,None,No,2,1943,no,Masters
932590,Goodman,T,Male,Hispanic,LEP,No,2,1519,no,Approaches
932596,Harris,C,Female,Hispanic,None,No,0,1454,no,Approaches
932597,Goodman,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
932600,Bussey,C,Male,Hispanic,LEP,No,0,1360,no,Approaches
932605,Carmichael,T,Female,Hispanic,None,No,0,1247,no,Notapproach
932605,Carmichael,T,Female,Hispanic,None,No,1,1402,no,Notapproach
932608,Bussey,C,Female,Hispanic,None,No,0,1454,no,Approaches
932608,Bussey,C,Female,Hispanic,None,No,1,1565,no,Approaches
932624,Harris,C,Male,Hispanic,None,No,0,1559,no,Meets
932624,Harris,C,Male,Hispanic,None,No,1,1621,no,Meets
932624,Harris,C,Male,Hispanic,None,No,2,1770,no,Masters
932639,Bussey,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
932639,Bussey,C,Female,Hispanic,LEP,No,1,1467,no,Approaches
932639,Bussey,C,Female,Hispanic,LEP,No,2,1625,no,Meets
932666,Black,T,Male,Hispanic,None,No,0,1486,no,Meets
932666,Black,T,Male,Hispanic,None,No,1,1601,no,Meets
932666,Black,T,Male,Hispanic,None,No,2,1688,no,Meets
932667,Goodman,T,Female,Hispanic,secondyear,No,0,1405,no,Approaches
932667,Goodman,T,Female,Hispanic,secondyear,No,1,1387,no,Notapproach
932667,Goodman,T,Female,Hispanic,secondyear,No,2,1667,no,Meets
932679,Harris,C,Male,Hispanic,firstyear,No,0,1472,no,Approaches
932679,Harris,C,Male,Hispanic,firstyear,No,1,1589,no,Meets
932679,Harris,C,Male,Hispanic,firstyear,No,2,1533,no,Approaches
932683,OrangeGrove,C,Male,Hispanic,None,No,0,1405,no,Approaches
932683,OrangeGrove,C,Male,Hispanic,None,No,1,1549,no,Approaches
932683,OrangeGrove,C,Male,Hispanic,None,No,2,1724,no,Masters
932686,Carroll,T,Male,Hispanic,secondyear,No,0,1596,no,Masters
932686,Carroll,T,Male,Hispanic,secondyear,No,1,1862,no,Masters
932686,Carroll,T,Male,Hispanic,secondyear,No,2,1667,no,Meets
932687,Goodman,T,Male,Hispanic,LEP,No,1,1488,no,Approaches
932687,Carroll,T,Male,Hispanic,LEP,No,2,1563,no,Approaches
932700,Carroll,T,Male,Hispanic,LEP,No,1,1733,no,Masters
932700,Carroll,T,Male,Hispanic,LEP,No,2,1860,no,Masters
932705,Carroll,T,Female,Hispanic,LEP,No,0,1511,no,Meets
932705,Carroll,T,Female,Hispanic,LEP,No,1,1565,no,Approaches
932705,Carroll,T,Female,Hispanic,LEP,No,2,1647,no,Meets
932720,Carroll,T,Female,Hispanic,secondyear,No,0,1437,no,Approaches
932720,Carroll,T,Female,Hispanic,secondyear,No,1,1549,no,Approaches
932720,Carroll,T,Female,Hispanic,secondyear,No,2,1578,no,Approaches
932733,Carmichael,T,Male,Afamerican,None,No,0,1390,no,Approaches
932733,Carmichael,T,Male,Afamerican,None,No,1,1417,no,Notapproach
932733,Carmichael,T,Male,Afamerican,None,No,2,1462,no,Notapproach
932739,Goodman,T,Female,Hispanic,None,No,0,1228,no,Notapproach
932739,Goodman,T,Female,Hispanic,None,No,1,1355,no,Notapproach
932739,Goodman,T,Female,Hispanic,None,No,2,1519,no,Approaches
932745,Harris,C,Male,Hispanic,None,No,0,1330,no,Notapproach
932752,Carmichael,T,Female,Afamerican,None,No,0,1454,no,Approaches
932752,Carmichael,T,Female,Afamerican,None,No,1,1643,no,Meets
932752,Carmichael,T,Female,Afamerican,None,No,2,1647,no,Meets
932753,Johnson,C,Male,Hispanic,LEP,No,1,1474,no,Approaches
932753,Johnson,C,Male,Hispanic,LEP,No,2,1533,no,Approaches
932759,Johnson,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
932759,Johnson,C,Male,Hispanic,LEP,No,1,1565,no,Approaches
932759,Johnson,C,Male,Hispanic,LEP,No,2,1578,no,Approaches
932760,OrangeGrove,C,Female,Hispanic,None,No,0,1533,no,Meets
932766,OrangeGrove,C,Male,Hispanic,None,No,0,1486,no,Meets
932766,OrangeGrove,C,Male,Hispanic,None,No,1,1589,no,Meets
932769,Goodman,T,Female,Hispanic,LEP,No,1,1697,no,Masters
932769,Goodman,T,Female,Hispanic,LEP,No,2,1724,no,Masters
932809,Bussey,C,Female,Hispanic,firstyear,No,0,1559,no,Meets
932813,OrangeGrove,C,Female,Hispanic,None,No,0,1675,no,Masters
932813,OrangeGrove,C,Female,Hispanic,None,No,1,1670,no,Masters
932830,Carmichael,T,Female,Hispanic,LEP,No,0,1228,no,Notapproach
932830,Carmichael,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
932830,Carmichael,T,Female,Hispanic,LEP,No,2,1447,no,Notapproach
932845,Carmichael,T,Female,Hispanic,None,No,0,1511,no,Meets
932845,Carmichael,T,Female,Hispanic,None,No,1,1503,no,Approaches
932845,Carmichael,T,Female,Hispanic,None,No,2,1647,no,Meets
932859,Johnson,C,Female,Hispanic,LEP,No,0,1314,no,Notapproach
932859,Johnson,C,Female,Hispanic,LEP,No,1,1431,no,Notapproach
932871,Johnson,C,Female,Hispanic,LEP,No,2,1563,no,Approaches
932877,Johnson,C,Male,Hispanic,secondyear,No,2,1688,no,Meets
932891,Johnson,C,Female,Hispanic,None,No,0,1437,no,Approaches
932891,Johnson,C,Female,Hispanic,None,No,1,1670,no,Masters
932891,Johnson,C,Female,Hispanic,None,No,2,1519,no,Approaches
932895,OrangeGrove,C,Female,Hispanic,secondyear,No,0,1421,no,Approaches
932895,OrangeGrove,C,Female,Hispanic,secondyear,No,1,1643,no,Meets
932899,Bussey,C,Male,Hispanic,LEP,No,2,1860,no,Masters
932906,Goodman,T,Female,Hispanic,None,No,0,1596,no,Masters
932906,Goodman,T,Female,Hispanic,None,No,1,1697,no,Masters
932927,Harris,C,Male,Hispanic,firstyear,No,0,1675,no,Masters
932927,Harris,C,Male,Hispanic,firstyear,No,1,1862,no,Masters
932927,Harris,C,Male,Hispanic,firstyear,No,2,1943,no,Masters
932930,Harris,C,Female,Hispanic,LEP,No,0,1511,no,Meets
932930,Harris,C,Female,Hispanic,LEP,No,1,1601,no,Meets
932930,Harris,C,Female,Hispanic,LEP,No,2,1647,no,Meets
932947,Goodman,T,Male,Hispanic,None,No,0,1454,no,Approaches
932947,Goodman,T,Male,Hispanic,None,No,1,1533,no,Approaches
932953,Bussey,C,Female,Hispanic,LEP,No,0,1390,no,Approaches
932953,Bussey,C,Female,Hispanic,LEP,No,1,1431,no,Notapproach
932953,Bussey,C,Female,Hispanic,LEP,No,2,1563,no,Approaches
932963,Black,T,Male,Hispanic,secondyear,No,0,1625,no,Masters
932963,Black,T,Male,Hispanic,secondyear,No,1,1733,no,Masters
932963,Black,T,Male,Hispanic,secondyear,No,2,1860,no,Masters
933007,Bussey,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
933043,Harris,C,Female,Hispanic,LEP,No,0,1437,no,Approaches
933054,Bussey,C,Male,Hispanic,secondyear,No,0,1511,no,Meets
933054,Bussey,C,Male,Hispanic,secondyear,No,1,1601,no,Meets
933054,Bussey,C,Male,Hispanic,secondyear,No,2,1724,no,Masters
933055,Carroll,T,Male,Hispanic,LEP,No,1,1488,no,Approaches
933059,Goodman,T,Female,Hispanic,LEP,No,0,1228,no,Notapproach
933059,Goodman,T,Female,Hispanic,LEP,No,1,1417,no,Notapproach
933059,Goodman,T,Female,Hispanic,LEP,No,2,1417,no,Notapproach
933082,Johnson,C,Female,Hispanic,None,No,0,1533,no,Meets
933082,Johnson,C,Female,Hispanic,None,No,1,1643,no,Meets
933091,OrangeGrove,C,Male,Hispanic,LEP,No,0,1511,no,Meets
933091,Johnson,C,Male,Hispanic,LEP,No,1,1589,no,Meets
933106,Bussey,C,Male,Hispanic,None,No,0,1559,no,Meets
933106,Bussey,C,Male,Hispanic,None,No,1,1643,no,Meets
933112,Johnson,C,Male,White,None,No,0,1472,no,Approaches
933112,Johnson,C,Male,White,None,No,1,1697,no,Masters
933112,Johnson,C,Male,White,None,No,2,1809,no,Masters
933114,Goodman,T,Male,Hispanic,None,No,0,1375,no,Approaches
933114,Goodman,T,Male,Hispanic,None,No,1,1503,no,Approaches
933117,Johnson,C,Female,Hispanic,secondyear,No,0,1486,no,Meets
933117,Johnson,C,Female,Hispanic,secondyear,No,1,1601,no,Meets
933120,Bussey,C,Male,Hispanic,LEP,No,0,1390,no,Approaches
933120,Bussey,C,Male,Hispanic,LEP,No,1,1417,no,Notapproach
933125,Carroll,T,Male,Hispanic,secondyear,No,0,1533,no,Meets
933125,Carroll,T,Male,Hispanic,secondyear,No,1,1697,no,Masters
933125,Carroll,T,Male,Hispanic,secondyear,No,2,1860,no,Masters
933129,Bussey,C,Female,Hispanic,None,No,1,1697,no,Masters
933140,Goodman,T,Female,Afamerican,None,No,0,1675,no,Masters
933140,Goodman,T,Female,Afamerican,None,No,1,1670,no,Masters
933142,OrangeGrove,C,Female,Hispanic,None,No,0,1511,no,Meets
933142,OrangeGrove,C,Female,Hispanic,None,No,1,1533,no,Approaches
933145,Goodman,T,Female,Hispanic,LEP,No,2,1308,no,Notapproach
933146,Bussey,C,Male,Hispanic,LEP,No,0,1330,no,Notapproach
933152,Bussey,C,Male,Hispanic,LEP,No,0,1345,no,Notapproach
933152,Bussey,C,Male,Hispanic,LEP,No,1,1621,no,Meets
933160,OrangeGrove,C,Female,Hispanic,LEP,No,0,1228,no,Notapproach
933160,OrangeGrove,C,Female,Hispanic,LEP,No,1,1417,no,Notapproach
933160,OrangeGrove,C,Female,Hispanic,LEP,No,2,1533,no,Approaches
933164,Goodman,T,Female,Hispanic,LEP,No,1,1643,no,Meets
933165,OrangeGrove,C,Male,Hispanic,LEP,No,0,1375,no,Approaches
933167,Goodman,T,Male,Hispanic,LEP,No,1,1862,no,Masters
933167,Goodman,T,Male,Hispanic,LEP,No,2,1809,no,Masters
933170,Goodman,T,Male,Afamerican,None,Yes,0,1345,no,Notapproach
933170,Goodman,T,Male,Afamerican,None,Yes,1,1589,no,Meets
933170,Goodman,T,Male,Afamerican,None,Yes,2,1724,no,Masters
933175,OrangeGrove,C,Male,Hispanic,None,No,0,1375,no,Approaches
933175,OrangeGrove,C,Male,Hispanic,None,No,1,1387,no,Notapproach
933175,OrangeGrove,C,Male,Hispanic,None,No,2,1476,no,Notapproach
933178,Johnson,C,Male,Hispanic,None,No,0,1625,no,Masters
933178,Johnson,C,Male,Hispanic,None,No,1,1733,no,Masters
933178,Johnson,C,Male,Hispanic,None,No,2,1809,no,Masters
933191,Goodman,T,Male,Hispanic,LEP,No,2,1548,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1454,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1533,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,secondyear,No,2,1578,no,Approaches
933199,Goodman,T,Female,Hispanic,LEP,No,2,1611,no,Approaches
933200,OrangeGrove,C,Male,Afamerican,None,No,1,1565,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,None,No,0,1454,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,None,No,1,1565,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,None,No,2,1688,no,Meets
933212,Johnson,C,Female,Hispanic,None,No,0,1437,no,Approaches
933232,Carroll,T,Female,Hispanic,secondyear,No,0,1421,no,Approaches
933232,Carroll,T,Female,Hispanic,secondyear,No,1,1621,no,Meets
933241,Goodman,T,Female,Hispanic,secondyear,No,0,1390,no,Approaches
933241,Goodman,T,Female,Hispanic,secondyear,No,1,1387,no,Notapproach
933260,Bussey,C,Female,Hispanic,None,No,0,1533,no,Meets
933260,Bussey,C,Female,Hispanic,None,No,1,1643,no,Meets
933272,Bussey,C,Female,Hispanic,secondyear,No,0,1559,no,Meets
933272,Bussey,C,Female,Hispanic,secondyear,No,1,1621,no,Meets
933275,OrangeGrove,C,Female,Hispanic,None,No,2,1860,no,Masters
933289,OrangeGrove,C,Female,Hispanic,None,No,0,1405,no,Approaches
933289,OrangeGrove,C,Female,Hispanic,None,No,1,1474,no,Approaches
933289,OrangeGrove,C,Female,Hispanic,None,No,2,1578,no,Approaches
933291,Bussey,C,Male,Hispanic,LEP,No,0,1511,no,Meets
933299,Bussey,C,Female,Hispanic,None,No,0,1596,no,Masters
933299,Bussey,C,Female,Hispanic,None,No,1,1670,no,Masters
933299,Bussey,C,Female,Hispanic,None,No,2,1724,no,Masters
933308,Goodman,T,Male,Afamerican,None,No,0,1298,no,Notapproach
933308,Goodman,T,Male,Afamerican,None,No,1,1467,no,Approaches
933308,Goodman,T,Male,Afamerican,None,No,2,1519,no,Approaches
933335,Bussey,C,Male,Hispanic,LEP,No,0,1375,no,Approaches
933335,Bussey,C,Male,Hispanic,LEP,No,1,1431,no,Notapproach
933341,Carmichael,T,Male,Hispanic,LEP,Yes,0,1185,no,Notapproach
933341,Carmichael,T,Male,Hispanic,LEP,Yes,1,1277,no,Notapproach
933341,Carmichael,T,Male,Hispanic,LEP,Yes,2,1594,no,Approaches
933362,Johnson,C,Female,Hispanic,LEP,No,2,1350,no,Notapproach
933373,Goodman,T,Female,Hispanic,secondyear,No,0,1472,no,Approaches
933373,Goodman,T,Female,Hispanic,secondyear,No,1,1549,no,Approaches
933420,OrangeGrove,C,Female,Hispanic,None,No,0,1314,no,Notapproach
933420,OrangeGrove,C,Female,Hispanic,None,No,1,1371,no,Notapproach
933420,OrangeGrove,C,Female,Hispanic,None,No,2,1500,no,Approaches
933434,Goodman,T,Female,Hispanic,None,No,0,1454,no,Approaches
933434,Goodman,T,Female,Hispanic,None,No,1,1467,no,Approaches
933434,Goodman,T,Female,Hispanic,None,No,2,1667,no,Meets
933463,Carmichael,T,Male,Afamerican,None,No,0,1437,no,Approaches
933463,Carmichael,T,Male,Afamerican,None,No,1,1431,no,Notapproach
933464,Goodman,T,Male,Hispanic,secondyear,No,0,1511,no,Meets
933464,Goodman,T,Male,Hispanic,secondyear,No,1,1670,no,Masters
933471,Bussey,C,Female,Hispanic,LEP,No,0,1345,no,Notapproach
933473,Carmichael,T,Female,Hispanic,None,No,0,1314,no,Notapproach
933486,Goodman,T,Female,Hispanic,secondyear,No,0,1454,no,Approaches
933486,Goodman,T,Female,Hispanic,secondyear,No,1,1670,no,Masters
933494,Goodman,T,Female,Hispanic,secondyear,No,0,1390,no,Approaches
933494,Goodman,T,Female,Hispanic,secondyear,No,1,1503,no,Approaches
933497,Goodman,T,Female,Hispanic,secondyear,No,0,1375,no,Approaches
933497,Goodman,T,Female,Hispanic,secondyear,No,1,1387,no,Notapproach
933497,Goodman,T,Female,Hispanic,secondyear,No,2,1594,no,Approaches
933505,Goodman,T,Female,Hispanic,secondyear,No,0,1390,no,Approaches
933505,Goodman,T,Female,Hispanic,secondyear,No,1,1474,no,Approaches
933505,Goodman,T,Female,Hispanic,secondyear,No,2,1647,no,Meets
933508,Carroll,T,Female,Hispanic,None,No,0,1282,no,Notapproach
933508,Carroll,T,Female,Hispanic,None,No,1,1337,no,Notapproach
933520,Goodman,T,Female,Hispanic,secondyear,No,0,1625,no,Masters
933520,Goodman,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
933520,Goodman,T,Female,Hispanic,secondyear,No,2,1770,no,Masters
933527,Black,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
933527,Black,T,Female,Hispanic,LEP,No,2,1578,no,Approaches
933530,Goodman,T,Female,Hispanic,LEP,No,1,1503,no,Approaches
933530,Goodman,T,Female,Hispanic,LEP,No,2,1625,no,Meets
933552,Carmichael,T,Female,Hispanic,None,No,0,1437,no,Approaches
933552,Carmichael,T,Female,Hispanic,None,No,1,1670,no,Masters
933576,Black,T,Female,Hispanic,LEP,No,0,1185,no,Notapproach
933576,Black,T,Female,Hispanic,LEP,No,1,1387,no,Notapproach
933576,Black,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
933580,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1330,no,Notapproach
933580,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1467,no,Approaches
933580,OrangeGrove,C,Male,Hispanic,secondyear,No,2,1462,no,Notapproach
933595,Goodman,T,Male,Hispanic,secondyear,No,0,1675,no,Masters
933595,Goodman,T,Male,Hispanic,secondyear,No,1,1643,no,Meets
933604,Goodman,T,Male,Hispanic,LEP,No,0,1298,no,Notapproach
933604,Goodman,T,Male,Hispanic,LEP,No,1,1446,no,Notapproach
933606,Black,T,Female,Hispanic,LEP,No,0,1298,no,Notapproach
933606,OrangeGrove,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
933606,Black,T,Female,Hispanic,LEP,No,2,1432,no,Notapproach
933615,Bussey,C,Female,Hispanic,LEP,No,0,1314,no,Notapproach
933616,Goodman,T,Female,Hispanic,secondyear,No,0,1559,no,Meets
933616,Goodman,T,Female,Hispanic,secondyear,No,1,1503,no,Approaches
933625,Goodman,T,Female,Hispanic,secondyear,No,0,1625,no,Masters
933625,Goodman,T,Female,Hispanic,secondyear,No,1,1589,no,Meets
933625,Goodman,T,Female,Hispanic,secondyear,No,2,1578,no,Approaches
933632,Goodman,T,Male,Hispanic,firstyear,No,0,1472,no,Approaches
933684,Black,T,Male,Hispanic,firstyear,No,1,1643,no,Meets
933684,Black,T,Male,Hispanic,firstyear,No,2,1724,no,Masters
933692,Carmichael,T,Female,Hispanic,LEP,No,0,1375,no,Approaches
933704,Goodman,T,Female,Hispanic,None,No,2,1667,no,Meets
933705,Goodman,T,Male,Hispanic,secondyear,No,0,1360,no,Approaches
933705,Goodman,T,Male,Hispanic,secondyear,No,1,1518,no,Approaches
933705,Goodman,T,Male,Hispanic,secondyear,No,2,1667,no,Meets
933717,Johnson,C,Female,Hispanic,LEP,No,2,1594,no,Approaches
933719,Johnson,C,Female,Hispanic,None,No,0,1625,no,Masters
933719,Johnson,C,Female,Hispanic,None,No,1,1733,no,Masters
933755,Black,T,Female,Hispanic,firstyear,No,0,1421,no,Approaches
933755,Black,T,Female,Hispanic,firstyear,No,1,1503,no,Approaches
933755,Black,T,Female,Hispanic,firstyear,No,2,1578,no,Approaches
933774,Johnson,C,Male,Hispanic,secondyear,No,0,1533,no,Meets
933774,Johnson,C,Male,Hispanic,secondyear,No,1,1862,no,Masters
933782,Harris,C,Female,Hispanic,None,Yes,1,1670,no,Masters
933789,Carmichael,T,Female,Hispanic,LEP,No,0,1330,no,Notapproach
933789,Carmichael,T,Female,Hispanic,LEP,No,1,1503,no,Approaches
933789,Carmichael,T,Female,Hispanic,LEP,No,2,1432,no,Notapproach
933790,Goodman,T,Female,Hispanic,LEP,No,1,1299,no,Notapproach
933790,Goodman,T,Female,Hispanic,LEP,No,2,1594,no,Approaches
933840,Goodman,T,Female,Hispanic,None,No,0,1454,no,Approaches
933840,Goodman,T,Female,Hispanic,None,No,1,1670,no,Masters
933875,Johnson,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
933875,Johnson,C,Female,Hispanic,LEP,No,1,1549,no,Approaches
933883,Goodman,T,Male,Hispanic,None,No,0,1129,no,Notapproach
933883,Goodman,T,Male,Hispanic,None,No,1,1299,no,Notapproach
933883,Goodman,T,Male,Hispanic,None,No,2,1385,no,Notapproach
933897,Carmichael,T,Male,Hispanic,None,No,0,1755,no,Masters
933897,Carmichael,T,Male,Hispanic,None,No,1,1995,no,Masters
933897,Carmichael,T,Male,Hispanic,None,No,2,1943,no,Masters
933906,Black,T,Female,Hispanic,secondyear,No,0,1675,no,Masters
933906,Black,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
933906,Black,T,Female,Hispanic,secondyear,No,2,1611,no,Approaches
933913,Black,T,Female,Hispanic,None,No,0,1298,no,Notapproach
933913,Black,T,Female,Hispanic,None,No,1,1387,no,Notapproach
933913,Black,T,Female,Hispanic,None,No,2,1417,no,Notapproach
933922,Johnson,C,Male,Afamerican,None,No,0,1298,no,Notapproach
933952,Black,T,Male,Hispanic,secondyear,No,0,1533,no,Meets
933952,Black,T,Male,Hispanic,secondyear,No,1,1621,no,Meets
933996,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1511,no,Meets
933996,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1533,no,Approaches
933996,OrangeGrove,C,Male,Hispanic,secondyear,No,2,1625,no,Meets
934002,Johnson,C,Female,Hispanic,firstyear,No,0,1533,no,Meets
934002,Johnson,C,Female,Hispanic,firstyear,No,1,1733,no,Masters
934012,Carmichael,T,Male,Hispanic,LEP,No,0,1282,no,Notapproach
934019,OrangeGrove,C,Female,Hispanic,secondyear,No,0,1533,no,Meets
934019,OrangeGrove,C,Female,Hispanic,secondyear,No,1,1697,no,Masters
934019,OrangeGrove,C,Female,Hispanic,secondyear,No,2,1809,no,Masters
934045,OrangeGrove,C,Female,Hispanic,LEP,No,0,1330,no,Notapproach
934045,OrangeGrove,C,Female,Hispanic,LEP,No,1,1621,no,Meets
934045,OrangeGrove,C,Female,Hispanic,LEP,No,2,1625,no,Meets
934078,Carmichael,T,Female,Hispanic,LEP,No,0,1247,no,Notapproach
934078,Carmichael,T,Female,Hispanic,LEP,No,1,1402,no,Notapproach
934121,Carroll,T,Female,Hispanic,LEP,No,0,1345,no,Notapproach
934121,Carroll,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
934121,Carroll,T,Female,Hispanic,LEP,No,2,1647,no,Meets
934166,Carroll,T,Female,Hispanic,None,No,0,1421,no,Approaches
934166,Carroll,T,Female,Hispanic,None,No,1,1549,no,Approaches
934166,Carroll,T,Female,Hispanic,None,No,2,1611,no,Approaches
934171,Carmichael,T,Female,Hispanic,secondyear,No,0,1437,no,Approaches
934171,Carmichael,T,Female,Hispanic,secondyear,No,1,1467,no,Approaches
934171,Carmichael,T,Female,Hispanic,secondyear,No,2,1647,no,Meets
934201,Carroll,T,Male,Hispanic,LEP,No,0,1405,no,Approaches
934215,Carmichael,T,Female,Hispanic,LEP,No,0,1314,no,Notapproach
934215,Carmichael,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
934215,Carmichael,T,Female,Hispanic,LEP,No,2,1533,no,Approaches
934239,Carmichael,T,Female,Hispanic,LEP,No,0,1314,no,Notapproach
934239,Carmichael,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
934239,Carmichael,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
934243,Goodman,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
934261,Johnson,C,Male,Afamerican,None,Yes,0,1159,no,Notapproach
934261,Johnson,C,Male,Afamerican,None,Yes,1,1355,no,Notapproach
934261,Johnson,C,Male,Afamerican,None,Yes,2,1330,no,Notapproach
934279,Carroll,T,Male,Hispanic,None,No,0,1375,no,Approaches
934279,Carroll,T,Male,Hispanic,None,No,1,1387,no,Notapproach
934279,Carroll,T,Male,Hispanic,None,No,2,1385,no,Notapproach
934289,Carmichael,T,Female,Asian,None,No,0,1755,no,Masters
934289,Carmichael,T,Female,Asian,None,No,1,1697,no,Masters
934289,Carmichael,T,Female,Asian,None,No,2,2078,no,Masters
934312,Carmichael,T,Male,Afamerican,None,No,0,1405,no,Approaches
934312,Carmichael,T,Male,Afamerican,None,No,1,1533,no,Approaches
934312,Carmichael,T,Male,Afamerican,None,No,2,1647,no,Meets
934316,Carmichael,T,Male,Hispanic,secondyear,No,0,1596,no,Masters
934316,Carmichael,T,Male,Hispanic,secondyear,No,1,1621,no,Meets
934316,Carmichael,T,Male,Hispanic,secondyear,No,2,1667,no,Meets
934318,Goodman,T,Male,Hispanic,None,No,0,1511,no,Meets
934318,Goodman,T,Male,Hispanic,None,No,1,1565,no,Approaches
934328,Johnson,C,Female,Hispanic,LEP,No,0,1533,no,Meets
934328,Johnson,C,Female,Hispanic,LEP,No,1,1621,no,Meets
934328,Johnson,C,Female,Hispanic,LEP,No,2,1594,no,Approaches
934346,Johnson,C,Female,Hispanic,LEP,No,0,1265,no,Notapproach
934346,Johnson,C,Female,Hispanic,LEP,No,1,1431,no,Notapproach
934368,Bussey,C,Male,Hispanic,LEP,No,1,1862,no,Masters
934399,Carmichael,T,Female,Hispanic,LEP,No,0,1330,no,Notapproach
