id,var,grade,d_math,d_hyp,grp
1185003,40,5,1,0,math
1185003,44,7,1,0,math
1187001,49,3,1,0,math
1187001,50,5,1,0,math
1187001,55,7,1,0,math
1187303,51,4,1,0,math
1187303,63,6,1,0,math
1189901,51,4,1,0,math
1189901,62,5,1,0,math
1189901,67,7,1,0,math
1190501,38,4,1,0,math
1190501,51,6,1,0,math
1190501,50,7,1,0,math
1191001,45,4,1,0,math
1191001,59,6,1,0,math
1191901,44,3,1,0,math
1191901,58,5,1,0,math
1194901,23,2,1,0,math
1194901,42,4,1,0,math
1194901,61,6,1,0,math
1194901,64,8,1,0,math
1197902,21,2,1,0,math
1197902,44,6,1,0,math
1197902,43,7,1,0,math
1198101,36,3,1,0,math
1198101,40,4,1,0,math
1198901,52,2,1,0,math
1198901,67,3,1,0,math
1198901,63,5,1,0,math
1201701,44,4,1,0,math
1201701,43,5,1,0,math
1201702,34,2,1,0,math
1201702,44,3,1,0,math
1201702,48,8,1,0,math
1203201,44,3,1,0,math
1203201,42,5,1,0,math
1203201,49,8,1,0,math
1205201,28,4,1,0,math
1205201,53,6,1,0,math
1207601,49,3,1,0,math
1207601,56,5,1,0,math
1209201,44,4,1,0,math
1209201,45,5,1,0,math
1211502,40,2,1,0,math
1211502,60,3,1,0,math
1211502,58,5,1,0,math
1211503,49,3,1,0,math
1212303,37,3,1,0,math
1212303,44,5,1,0,math
1212303,56,6,1,0,math
1213501,15,2,1,0,math
1213501,64,6,1,0,math
1217202,46,4,1,0,math
1217202,46,6,1,0,math
1217202,46,8,1,0,math
1217204,26,3,1,0,math
1217204,43,4,1,0,math
1217702,32,3,1,0,math
1217704,50,6,1,0,math
1219103,32,3,1,0,math
1219103,35,5,1,0,math
1219103,51,8,1,0,math
1219105,25,5,1,0,math
1219105,42,6,1,0,math
1219106,21,4,1,0,math
1219106,37,5,1,0,math
1219108,50,4,1,0,math
1219108,64,6,1,0,math
1221003,37,2,1,0,math
1221003,52,6,1,0,math
1221702,44,5,1,0,math
1224001,50,3,1,0,math
1224001,46,6,1,0,math
1225402,33,2,1,0,math
1225402,43,4,1,0,math
1228103,40,3,1,0,math
1230302,26,2,1,0,math
1230302,26,4,1,0,math
1230302,42,6,1,0,math
1256601,29,4,1,0,math
1256601,44,6,1,0,math
1256601,47,7,1,0,math
201,0,3,0,1,hyp
201,0,5,0,1,hyp
303,1,2,0,1,hyp
303,1,5,0,1,hyp
2702,2,2,0,1,hyp
2702,3,4,0,1,hyp
2702,3,8,0,1,hyp
4303,1,3,0,1,hyp
4303,1,4,0,1,hyp
5002,3,4,0,1,hyp
5002,2,6,0,1,hyp
5002,3,8,0,1,hyp
5005,0,2,0,1,hyp
5005,3,4,0,1,hyp
5005,0,6,0,1,hyp
5005,1,8,0,1,hyp
5701,4,3,0,1,hyp
5701,3,4,0,1,hyp
6102,2,4,0,1,hyp
6102,0,5,0,1,hyp
6102,0,7,0,1,hyp
6801,0,3,0,1,hyp
6801,1,5,0,1,hyp
6801,1,7,0,1,hyp
6802,0,3,0,1,hyp
6802,0,5,0,1,hyp
6802,0,7,0,1,hyp
6803,0,3,0,1,hyp
6803,1,5,0,1,hyp
9603,NA,2,0,1,hyp
9603,0,4,0,1,hyp
12401,2,3,0,1,hyp
12401,1,4,0,1,hyp
12801,1,4,0,1,hyp
13702,0,3,0,1,hyp
13702,0,6,0,1,hyp
13702,0,7,0,1,hyp
13801,0,3,0,1,hyp
13801,0,5,0,1,hyp
13803,1,3,0,1,hyp
13803,0,5,0,1,hyp
17201,0,3,0,1,hyp
17201,2,5,0,1,hyp
18601,NA,4,0,1,hyp
22104,0,2,0,1,hyp
22104,NA,4,0,1,hyp
22901,2,3,0,1,hyp
22901,1,5,0,1,hyp
23602,2,4,0,1,hyp
23701,3,4,0,1,hyp
23701,4,6,0,1,hyp
24402,4,4,0,1,hyp
24402,1,5,0,1,hyp
26201,1,2,0,1,hyp
26201,0,5,0,1,hyp
26201,0,8,0,1,hyp
28503,3,2,0,1,hyp
28503,2,4,0,1,hyp
29201,1,2,0,1,hyp
29201,2,4,0,1,hyp
29201,0,7,0,1,hyp
29201,3,8,0,1,hyp
29202,0,2,0,1,hyp
29202,0,5,0,1,hyp
29202,0,6,0,1,hyp
34401,1,2,0,1,hyp
34401,1,4,0,1,hyp
34401,0,8,0,1,hyp
35401,2,3,0,1,hyp
35401,2,5,0,1,hyp
35401,1,7,0,1,hyp
35402,1,3,0,1,hyp
35402,1,5,0,1,hyp
35402,1,7,0,1,hyp
36901,0,3,0,1,hyp
36901,0,5,0,1,hyp
36901,1,7,0,1,hyp
36902,2,2,0,1,hyp
36902,3,4,0,1,hyp
36902,4,6,0,1,hyp
36902,4,8,0,1,hyp
37403,1,2,0,1,hyp
37403,0,6,0,1,hyp
38202,1,2,0,1,hyp
38202,4,3,0,1,hyp
38802,4,4,0,1,hyp
38802,2,6,0,1,hyp
40501,5,3,0,1,hyp
40501,3,6,0,1,hyp
40702,0,2,0,1,hyp
40702,1,4,0,1,hyp
40702,0,6,0,1,hyp
42504,3,4,0,1,hyp
42504,3,6,0,1,hyp
42505,3,3,0,1,hyp
42505,1,5,0,1,hyp
42505,3,7,0,1,hyp
43103,0,6,0,1,hyp
43103,0,8,0,1,hyp
45201,3,2,0,1,hyp
45201,3,4,0,1,hyp
45201,2,6,0,1,hyp
45903,1,3,0,1,hyp
45903,2,6,0,1,hyp
46201,2,3,0,1,hyp
46201,0,5,0,1,hyp
46201,0,7,0,1,hyp
47201,2,2,0,1,hyp
47201,1,4,0,1,hyp
47402,4,4,0,1,hyp
47402,5,6,0,1,hyp
47601,1,2,0,1,hyp
47601,0,4,0,1,hyp
47601,0,8,0,1,hyp
48502,0,2,0,1,hyp
48502,0,6,0,1,hyp
49501,2,2,0,1,hyp
49501,0,4,0,1,hyp
53601,3,3,0,1,hyp
53601,5,6,0,1,hyp
55201,2,5,0,1,hyp
55201,3,7,0,1,hyp
55801,1,4,0,1,hyp
55801,1,6,0,1,hyp
55801,1,7,0,1,hyp
56301,3,3,0,1,hyp
56301,0,5,0,1,hyp
56301,1,7,0,1,hyp
56302,0,3,0,1,hyp
56302,1,5,0,1,hyp
57604,2,2,0,1,hyp
57604,4,4,0,1,hyp
58503,3,3,0,1,hyp
58503,3,6,0,1,hyp
62102,5,3,0,1,hyp
62102,4,6,0,1,hyp
62103,1,2,0,1,hyp
62103,2,3,0,1,hyp
62103,3,5,0,1,hyp
62202,2,3,0,1,hyp
62202,2,5,0,1,hyp
62703,1,2,0,1,hyp
62703,2,6,0,1,hyp
64002,3,2,0,1,hyp
64002,1,6,0,1,hyp
65601,NA,3,0,1,hyp
65601,0,6,0,1,hyp
65701,1,4,0,1,hyp
65701,0,6,0,1,hyp
66002,1,2,0,1,hyp
66002,1,6,0,1,hyp
70801,5,4,0,1,hyp
70801,2,6,0,1,hyp
73602,1,2,0,1,hyp
73602,0,4,0,1,hyp
74602,1,2,0,1,hyp
74602,2,5,0,1,hyp
75603,1,2,0,1,hyp
75603,3,5,0,1,hyp
76402,1,4,0,1,hyp
76402,0,6,0,1,hyp
76403,2,3,0,1,hyp
76403,4,5,0,1,hyp
80102,1,3,0,1,hyp
80102,2,5,0,1,hyp
80102,2,8,0,1,hyp
82901,4,3,0,1,hyp
82901,2,6,0,1,hyp
83001,3,3,0,1,hyp
83001,3,6,0,1,hyp
83101,5,2,0,1,hyp
83101,4,4,0,1,hyp
83101,5,6,0,1,hyp
83101,5,8,0,1,hyp
83102,4,3,0,1,hyp
83102,5,5,0,1,hyp
83602,1,3,0,1,hyp
83602,2,6,0,1,hyp
83602,1,8,0,1,hyp
83603,3,3,0,1,hyp
83603,2,5,0,1,hyp
83603,1,6,0,1,hyp
85402,2,4,0,1,hyp
85402,2,5,0,1,hyp
87501,0,4,0,1,hyp
87501,1,6,0,1,hyp
87901,1,3,0,1,hyp
87901,2,4,0,1,hyp
88902,2,2,0,1,hyp
88902,2,3,0,1,hyp
88902,1,7,0,1,hyp
89303,0,3,0,1,hyp
89303,0,5,0,1,hyp
89803,1,3,0,1,hyp
89803,3,6,0,1,hyp
90002,3,4,0,1,hyp
90002,1,6,0,1,hyp
92303,1,3,0,1,hyp
92303,0,6,0,1,hyp
93202,5,3,0,1,hyp
93202,4,5,0,1,hyp
93901,5,3,0,1,hyp
93901,2,5,0,1,hyp
94002,2,2,0,1,hyp
94002,3,5,0,1,hyp
94002,2,7,0,1,hyp
96201,0,2,0,1,hyp
96201,1,6,0,1,hyp
96201,0,7,0,1,hyp
96202,0,4,0,1,hyp
96202,4,5,0,1,hyp
98102,4,2,0,1,hyp
98102,2,5,0,1,hyp
98102,2,6,0,1,hyp
101701,2,3,0,1,hyp
101701,2,5,0,1,hyp
101701,1,7,0,1,hyp
101702,4,2,0,1,hyp
101702,5,4,0,1,hyp
101702,5,6,0,1,hyp
101702,4,8,0,1,hyp
103501,2,2,0,1,hyp
103501,2,6,0,1,hyp
103501,4,8,0,1,hyp
108201,0,2,0,1,hyp
108201,0,4,0,1,hyp
113001,NA,3,0,1,hyp
113001,1,5,0,1,hyp
113001,3,7,0,1,hyp
113201,0,4,0,1,hyp
113201,3,5,0,1,hyp
114101,0,2,0,1,hyp
114101,0,6,0,1,hyp
114101,2,7,0,1,hyp
114702,4,4,0,1,hyp
114702,3,5,0,1,hyp
115901,1,2,0,1,hyp
115901,0,5,0,1,hyp
115901,0,8,0,1,hyp
116002,0,2,0,1,hyp
116002,0,8,0,1,hyp
116004,0,3,0,1,hyp
116004,0,5,0,1,hyp
118402,3,3,0,1,hyp
118402,2,4,0,1,hyp
118402,2,7,0,1,hyp
122301,0,3,0,1,hyp
122301,3,4,0,1,hyp
124201,4,3,0,1,hyp
124201,3,5,0,1,hyp
124402,5,3,0,1,hyp
124402,4,5,0,1,hyp
124402,4,7,0,1,hyp
125002,0,2,0,1,hyp
125002,0,4,0,1,hyp
125002,1,6,0,1,hyp
126101,2,2,0,1,hyp
126101,2,4,0,1,hyp
126101,1,6,0,1,hyp
129502,2,3,0,1,hyp
129502,5,5,0,1,hyp
129601,0,2,0,1,hyp
129601,5,4,0,1,hyp
129601,5,6,0,1,hyp
129601,5,7,0,1,hyp
129602,5,3,0,1,hyp
132301,0,3,0,1,hyp
132301,0,4,0,1,hyp
132402,2,3,0,1,hyp
132402,0,6,0,1,hyp
132402,0,7,0,1,hyp
132403,3,3,0,1,hyp
132403,0,5,0,1,hyp
132403,5,6,0,1,hyp
136001,4,6,0,1,hyp
138901,0,2,0,1,hyp
138901,1,4,0,1,hyp
138901,0,6,0,1,hyp
138902,3,3,0,1,hyp
138902,2,5,0,1,hyp
139902,0,2,0,1,hyp
139902,0,6,0,1,hyp
139902,0,8,0,1,hyp
140004,0,2,0,1,hyp
140004,2,5,0,1,hyp
140104,4,3,0,1,hyp
140104,5,6,0,1,hyp
140901,0,2,0,1,hyp
140901,3,3,0,1,hyp
140901,1,5,0,1,hyp
140902,3,2,0,1,hyp
140902,3,6,0,1,hyp
141001,3,3,0,1,hyp
141001,1,5,0,1,hyp
141601,1,3,0,1,hyp
141601,1,5,0,1,hyp
141603,3,2,0,1,hyp
141603,2,6,0,1,hyp
143901,NA,3,0,1,hyp
143901,5,5,0,1,hyp
144004,3,3,0,1,hyp
144004,0,5,0,1,hyp
144004,2,7,0,1,hyp
153203,2,2,0,1,hyp
153203,0,4,0,1,hyp
153203,1,6,0,1,hyp
153204,2,2,0,1,hyp
153204,4,4,0,1,hyp
153801,1,3,0,1,hyp
153801,2,6,0,1,hyp
155902,4,2,0,1,hyp
155902,1,5,0,1,hyp
156401,1,2,0,1,hyp
156401,1,4,0,1,hyp
156605,2,3,0,1,hyp
156605,1,5,0,1,hyp
158701,0,4,0,1,hyp
158701,0,6,0,1,hyp
158702,0,2,0,1,hyp
158702,1,4,0,1,hyp
158702,3,6,0,1,hyp
158702,2,8,0,1,hyp
159605,0,4,0,1,hyp
159605,5,5,0,1,hyp
159606,0,3,0,1,hyp
159606,4,5,0,1,hyp
159801,3,2,0,1,hyp
159801,0,6,0,1,hyp
159801,0,8,0,1,hyp
165501,4,3,0,1,hyp
165501,4,6,0,1,hyp
165602,0,4,0,1,hyp
165602,0,5,0,1,hyp
165602,1,7,0,1,hyp
165701,5,3,0,1,hyp
165701,5,5,0,1,hyp
165701,5,7,0,1,hyp
165801,3,4,0,1,hyp
165801,3,5,0,1,hyp
165801,2,7,0,1,hyp
166602,0,4,0,1,hyp
166602,0,6,0,1,hyp
166603,0,2,0,1,hyp
166603,0,4,0,1,hyp
167501,0,2,0,1,hyp
167501,2,4,0,1,hyp
167501,0,6,0,1,hyp
167502,3,2,0,1,hyp
167502,0,4,0,1,hyp
167502,2,6,0,1,hyp
169003,5,4,0,1,hyp
169003,4,6,0,1,hyp
169003,3,8,0,1,hyp
170403,3,3,0,1,hyp
170403,3,5,0,1,hyp
170403,3,8,0,1,hyp
170404,0,3,0,1,hyp
170404,0,6,0,1,hyp
171401,4,2,0,1,hyp
171401,2,5,0,1,hyp
171401,5,6,0,1,hyp
172502,4,2,0,1,hyp
172502,4,3,0,1,hyp
172502,1,5,0,1,hyp
172502,3,7,0,1,hyp
173001,1,2,0,1,hyp
173001,1,6,0,1,hyp
173001,4,8,0,1,hyp
173201,1,6,0,1,hyp
174001,4,2,0,1,hyp
174001,3,4,0,1,hyp
175405,3,2,0,1,hyp
175405,2,5,0,1,hyp
175801,4,3,0,1,hyp
175801,3,6,0,1,hyp
175801,3,8,0,1,hyp
176003,1,3,0,1,hyp
176003,2,5,0,1,hyp
178901,1,2,0,1,hyp
178901,0,6,0,1,hyp
179401,4,3,0,1,hyp
179401,3,6,0,1,hyp
179701,5,3,0,1,hyp
179701,3,6,0,1,hyp
179701,3,8,0,1,hyp
180301,0,3,0,1,hyp
180301,1,6,0,1,hyp
180301,0,8,0,1,hyp
181801,4,4,0,1,hyp
181801,3,6,0,1,hyp
182903,5,5,0,1,hyp
185304,0,3,0,1,hyp
185304,1,5,0,1,hyp
187803,0,2,0,1,hyp
187803,0,6,0,1,hyp
188002,1,2,0,1,hyp
188002,1,4,0,1,hyp
188002,0,8,0,1,hyp
188502,0,3,0,1,hyp
188502,2,5,0,1,hyp
189601,4,3,0,1,hyp
189601,3,6,0,1,hyp
189601,3,7,0,1,hyp
189602,5,3,0,1,hyp
189602,5,4,0,1,hyp
189602,4,8,0,1,hyp
190202,2,3,0,1,hyp
190202,0,6,0,1,hyp
190501,0,4,0,1,hyp
190501,1,6,0,1,hyp
191202,3,2,0,1,hyp
191202,5,3,0,1,hyp
191202,3,5,0,1,hyp
191202,3,7,0,1,hyp
193601,0,2,0,1,hyp
193601,0,4,0,1,hyp
193601,0,6,0,1,hyp
193803,1,3,0,1,hyp
193803,2,5,0,1,hyp
193803,2,7,0,1,hyp
196002,2,2,0,1,hyp
196002,0,4,0,1,hyp
196201,5,3,0,1,hyp
196201,NA,5,0,1,hyp
196201,0,7,0,1,hyp
196202,1,3,0,1,hyp
196202,0,6,0,1,hyp
196202,0,8,0,1,hyp
204602,0,3,0,1,hyp
204602,0,5,0,1,hyp
205802,1,3,0,1,hyp
205802,2,6,0,1,hyp
205802,1,8,0,1,hyp
207102,0,3,0,1,hyp
207102,0,6,0,1,hyp
207202,3,2,0,1,hyp
207202,NA,5,0,1,hyp
207202,4,6,0,1,hyp
207301,NA,4,0,1,hyp
207301,3,6,0,1,hyp
212001,1,3,0,1,hyp
212001,1,5,0,1,hyp
212001,2,7,0,1,hyp
213101,5,2,0,1,hyp
213101,3,4,0,1,hyp
213702,2,4,0,1,hyp
213702,0,5,0,1,hyp
213702,2,7,0,1,hyp
215304,5,3,0,1,hyp
215304,5,5,0,1,hyp
215304,2,8,0,1,hyp
216701,1,3,0,1,hyp
216701,1,5,0,1,hyp
217402,5,3,0,1,hyp
217402,5,6,0,1,hyp
219003,0,2,0,1,hyp
219003,0,5,0,1,hyp
219003,0,7,0,1,hyp
220401,3,2,0,1,hyp
220401,1,4,0,1,hyp
221202,0,3,0,1,hyp
221202,0,6,0,1,hyp
223002,2,3,0,1,hyp
223002,4,5,0,1,hyp
224901,2,2,0,1,hyp
224901,1,3,0,1,hyp
224901,1,7,0,1,hyp
226001,4,3,0,1,hyp
226001,3,5,0,1,hyp
226502,4,3,0,1,hyp
226502,3,5,0,1,hyp
226502,4,7,0,1,hyp
226704,3,3,0,1,hyp
226704,5,5,0,1,hyp
226704,4,6,0,1,hyp
227002,3,4,0,1,hyp
227002,5,6,0,1,hyp
227002,4,7,0,1,hyp
227101,0,3,0,1,hyp
227101,1,5,0,1,hyp
227101,4,8,0,1,hyp
227102,1,4,0,1,hyp
227102,0,5,0,1,hyp
227102,0,7,0,1,hyp
227201,1,4,0,1,hyp
227201,2,6,0,1,hyp
227201,4,8,0,1,hyp
231502,1,3,0,1,hyp
231502,1,4,0,1,hyp
233301,2,3,0,1,hyp
233301,3,6,0,1,hyp
233901,2,3,0,1,hyp
233901,0,5,0,1,hyp
233902,2,3,0,1,hyp
233902,0,5,0,1,hyp
235503,0,3,0,1,hyp
235503,3,5,0,1,hyp
236002,3,3,0,1,hyp
236002,3,5,0,1,hyp
236002,4,6,0,1,hyp
236201,4,3,0,1,hyp
236201,3,4,0,1,hyp
236202,3,2,0,1,hyp
236202,1,4,0,1,hyp
236901,0,3,0,1,hyp
236901,0,6,0,1,hyp
237501,3,3,0,1,hyp
237501,3,6,0,1,hyp
237501,4,8,0,1,hyp
238301,1,3,0,1,hyp
238301,1,7,0,1,hyp
239603,0,3,0,1,hyp
239603,4,6,0,1,hyp
239603,4,8,0,1,hyp
239604,1,2,0,1,hyp
239604,2,3,0,1,hyp
239604,4,6,0,1,hyp
240701,4,3,0,1,hyp
240701,4,5,0,1,hyp
240701,4,7,0,1,hyp
240702,3,2,0,1,hyp
240702,4,6,0,1,hyp
244201,1,3,0,1,hyp
244201,0,4,0,1,hyp
244702,3,3,0,1,hyp
244702,4,5,0,1,hyp
245903,4,3,0,1,hyp
245903,3,6,0,1,hyp
248402,0,3,0,1,hyp
250502,3,3,0,1,hyp
250502,4,7,0,1,hyp
252902,2,2,0,1,hyp
252902,3,5,0,1,hyp
253001,5,3,0,1,hyp
253001,5,6,0,1,hyp
253603,3,3,0,1,hyp
253603,4,5,0,1,hyp
253802,2,2,0,1,hyp
253802,4,4,0,1,hyp
253802,3,7,0,1,hyp
253802,3,8,0,1,hyp
254901,4,4,0,1,hyp
254901,3,6,0,1,hyp
255201,1,2,0,1,hyp
255201,0,4,0,1,hyp
255901,3,3,0,1,hyp
255901,4,4,0,1,hyp
255901,2,7,0,1,hyp
255902,5,2,0,1,hyp
255902,2,5,0,1,hyp
255902,3,6,0,1,hyp
255903,2,3,0,1,hyp
255903,NA,5,0,1,hyp
258801,0,3,0,1,hyp
258801,2,6,0,1,hyp
260702,0,3,0,1,hyp
260702,0,4,0,1,hyp
261501,5,2,0,1,hyp
261501,1,4,0,1,hyp
261501,4,6,0,1,hyp
261502,5,4,0,1,hyp
261502,5,6,0,1,hyp
261502,2,7,0,1,hyp
261503,5,2,0,1,hyp
261503,5,5,0,1,hyp
261503,5,6,0,1,hyp
262601,5,3,0,1,hyp
262601,3,5,0,1,hyp
262601,1,7,0,1,hyp
262602,4,3,0,1,hyp
262602,4,5,0,1,hyp
263801,4,3,0,1,hyp
263801,4,4,0,1,hyp
265902,0,2,0,1,hyp
265902,1,4,0,1,hyp
265902,0,8,0,1,hyp
268301,5,3,0,1,hyp
268301,4,4,0,1,hyp
268303,5,3,0,1,hyp
268303,5,5,0,1,hyp
268901,4,2,0,1,hyp
268901,5,5,0,1,hyp
268902,5,2,0,1,hyp
268902,1,6,0,1,hyp
269001,4,3,0,1,hyp
269001,4,6,0,1,hyp
269101,0,3,0,1,hyp
269101,0,5,0,1,hyp
269101,0,8,0,1,hyp
269102,4,3,0,1,hyp
269102,2,5,0,1,hyp
269102,1,7,0,1,hyp
269902,0,3,0,1,hyp
269902,0,5,0,1,hyp
271001,0,2,0,1,hyp
271001,0,6,0,1,hyp
272903,4,2,0,1,hyp
272903,2,4,0,1,hyp
272903,3,6,0,1,hyp
273501,3,2,0,1,hyp
273501,4,4,0,1,hyp
273501,4,6,0,1,hyp
273501,2,8,0,1,hyp
274401,4,4,0,1,hyp
274401,4,6,0,1,hyp
277002,1,4,0,1,hyp
277002,0,6,0,1,hyp
277002,0,8,0,1,hyp
277003,1,4,0,1,hyp
277003,1,6,0,1,hyp
277003,0,8,0,1,hyp
277502,0,3,0,1,hyp
277502,2,6,0,1,hyp
278103,2,3,0,1,hyp
278103,1,5,0,1,hyp
278103,1,7,0,1,hyp
281001,0,3,0,1,hyp
281001,0,6,0,1,hyp
281901,3,4,0,1,hyp
281901,0,6,0,1,hyp
282602,0,4,0,1,hyp
282602,0,5,0,1,hyp
282603,NA,3,0,1,hyp
282603,1,4,0,1,hyp
287702,5,4,0,1,hyp
287702,5,6,0,1,hyp
288501,0,3,0,1,hyp
288501,1,6,0,1,hyp
288501,1,8,0,1,hyp
290901,0,4,0,1,hyp
290901,0,6,0,1,hyp
290902,3,2,0,1,hyp
290902,4,4,0,1,hyp
291101,1,3,0,1,hyp
291101,0,5,0,1,hyp
291101,NA,6,0,1,hyp
294902,1,3,0,1,hyp
294902,2,5,0,1,hyp
294902,2,8,0,1,hyp
294903,2,3,0,1,hyp
294903,1,6,0,1,hyp
295901,2,2,0,1,hyp
295901,3,4,0,1,hyp
295901,1,6,0,1,hyp
295902,0,2,0,1,hyp
295902,0,4,0,1,hyp
296401,0,4,0,1,hyp
296401,0,5,0,1,hyp
296401,1,7,0,1,hyp
297901,2,4,0,1,hyp
297901,0,6,0,1,hyp
297901,1,8,0,1,hyp
297902,0,2,0,1,hyp
297902,0,4,0,1,hyp
297902,1,5,0,1,hyp
297902,1,8,0,1,hyp
298301,0,3,0,1,hyp
298301,0,5,0,1,hyp
301101,0,3,0,1,hyp
301101,0,8,0,1,hyp
301401,0,4,0,1,hyp
301401,1,6,0,1,hyp
301401,2,8,0,1,hyp
302301,0,3,0,1,hyp
302301,0,6,0,1,hyp
302702,1,4,0,1,hyp
302702,0,5,0,1,hyp
302702,0,7,0,1,hyp
302703,4,2,0,1,hyp
302703,2,3,0,1,hyp
304103,2,2,0,1,hyp
304103,2,4,0,1,hyp
304605,0,4,0,1,hyp
304605,NA,6,0,1,hyp
304605,2,7,0,1,hyp
307301,0,2,0,1,hyp
307301,3,4,0,1,hyp
307301,1,6,0,1,hyp
307301,1,8,0,1,hyp
307501,2,3,0,1,hyp
307501,4,6,0,1,hyp
309802,2,3,0,1,hyp
309802,0,5,0,1,hyp
309901,4,3,0,1,hyp
309901,5,4,0,1,hyp
310101,0,2,0,1,hyp
310101,1,6,0,1,hyp
311301,1,3,0,1,hyp
311301,1,5,0,1,hyp
311701,2,4,0,1,hyp
312102,3,3,0,1,hyp
312102,1,5,0,1,hyp
312201,1,4,0,1,hyp
312201,1,6,0,1,hyp
312901,0,2,0,1,hyp
312901,0,4,0,1,hyp
312901,0,6,0,1,hyp
312901,0,8,0,1,hyp
314501,0,4,0,1,hyp
314501,0,5,0,1,hyp
315001,0,4,0,1,hyp
315001,0,6,0,1,hyp
315001,1,8,0,1,hyp
315002,1,4,0,1,hyp
315002,3,6,0,1,hyp
315002,3,8,0,1,hyp
315602,4,3,0,1,hyp
315602,2,5,0,1,hyp
316301,0,2,0,1,hyp
316301,0,5,0,1,hyp
316501,3,3,0,1,hyp
316501,1,5,0,1,hyp
316501,1,7,0,1,hyp
316502,0,3,0,1,hyp
316502,0,5,0,1,hyp
319002,0,4,0,1,hyp
319801,1,3,0,1,hyp
319801,3,4,0,1,hyp
320101,4,2,0,1,hyp
320101,5,6,0,1,hyp
320101,4,8,0,1,hyp
320102,1,3,0,1,hyp
320102,2,5,0,1,hyp
322505,0,2,0,1,hyp
322505,0,4,0,1,hyp
324401,3,4,0,1,hyp
324401,3,5,0,1,hyp
324401,3,7,0,1,hyp
324402,3,3,0,1,hyp
324402,2,6,0,1,hyp
324402,5,7,0,1,hyp
324801,1,6,0,1,hyp
325401,4,2,0,1,hyp
325401,3,4,0,1,hyp
325401,4,6,0,1,hyp
325401,2,8,0,1,hyp
325402,4,3,0,1,hyp
325402,5,5,0,1,hyp
325402,3,7,0,1,hyp
325904,0,6,0,1,hyp
326901,2,5,0,1,hyp
326901,2,7,0,1,hyp
328702,2,3,0,1,hyp
328702,1,5,0,1,hyp
328703,3,2,0,1,hyp
328703,3,4,0,1,hyp
330601,1,2,0,1,hyp
330601,1,4,0,1,hyp
330601,1,7,0,1,hyp
330601,2,8,0,1,hyp
331506,1,2,0,1,hyp
331506,3,3,0,1,hyp
334201,2,4,0,1,hyp
334201,2,5,0,1,hyp
334201,3,7,0,1,hyp
335001,3,4,0,1,hyp
335001,2,5,0,1,hyp
335001,2,7,0,1,hyp
335002,1,2,0,1,hyp
335002,3,4,0,1,hyp
335501,0,2,0,1,hyp
335501,1,5,0,1,hyp
336401,NA,2,0,1,hyp
336401,4,4,0,1,hyp
336401,4,8,0,1,hyp
336902,3,3,0,1,hyp
336902,2,6,0,1,hyp
340702,0,2,0,1,hyp
340702,0,6,0,1,hyp
340702,0,8,0,1,hyp
340801,4,3,0,1,hyp
340801,5,5,0,1,hyp
342301,2,3,0,1,hyp
342301,1,5,0,1,hyp
342301,0,8,0,1,hyp
342302,3,3,0,1,hyp
342302,2,5,0,1,hyp
342302,1,8,0,1,hyp
342402,0,3,0,1,hyp
342402,1,5,0,1,hyp
342402,0,7,0,1,hyp
343302,0,4,0,1,hyp
343302,0,6,0,1,hyp
344602,2,2,0,1,hyp
344602,2,4,0,1,hyp
346501,0,3,0,1,hyp
346501,0,5,0,1,hyp
347603,0,4,0,1,hyp
347603,0,6,0,1,hyp
348103,1,2,0,1,hyp
348103,0,4,0,1,hyp
349101,3,2,0,1,hyp
349101,1,5,0,1,hyp
352201,2,4,0,1,hyp
352201,5,5,0,1,hyp
353101,0,3,0,1,hyp
353101,0,5,0,1,hyp
353102,0,2,0,1,hyp
353102,2,5,0,1,hyp
354502,1,3,0,1,hyp
354502,0,5,0,1,hyp
354503,0,2,0,1,hyp
354503,1,6,0,1,hyp
354801,0,3,0,1,hyp
354801,0,5,0,1,hyp
354801,0,6,0,1,hyp
356402,2,3,0,1,hyp
356402,2,5,0,1,hyp
356402,0,7,0,1,hyp
357203,0,4,0,1,hyp
357203,0,6,0,1,hyp
358401,5,4,0,1,hyp
358401,5,6,0,1,hyp
358601,4,3,0,1,hyp
358601,4,6,0,1,hyp
360901,0,2,0,1,hyp
360901,0,4,0,1,hyp
360903,4,2,0,1,hyp
360903,3,4,0,1,hyp
362402,2,5,0,1,hyp
363501,4,3,0,1,hyp
363501,1,5,0,1,hyp
364103,0,2,0,1,hyp
364103,NA,5,0,1,hyp
367903,3,3,0,1,hyp
367903,4,5,0,1,hyp
367903,4,6,0,1,hyp
369702,1,2,0,1,hyp
369702,5,3,0,1,hyp
369702,2,7,0,1,hyp
369704,1,3,0,1,hyp
369704,0,6,0,1,hyp
370303,5,2,0,1,hyp
370303,5,4,0,1,hyp
371502,0,2,0,1,hyp
371502,4,6,0,1,hyp
371503,5,4,0,1,hyp
371503,3,6,0,1,hyp
372901,4,2,0,1,hyp
372901,3,4,0,1,hyp
373401,0,3,0,1,hyp
373401,0,6,0,1,hyp
373401,0,8,0,1,hyp
373402,4,4,0,1,hyp
373402,3,6,0,1,hyp
373701,2,3,0,1,hyp
373701,2,5,0,1,hyp
373702,NA,2,0,1,hyp
373702,1,4,0,1,hyp
374001,5,3,0,1,hyp
374001,5,6,0,1,hyp
374601,2,2,0,1,hyp
374601,1,6,0,1,hyp
374601,0,8,0,1,hyp
